Instituição,Segmento BCB,Perfil,Elegibilidade,Grupo tem DTVM/adm.fid.?,CNPJ,UF,Município,Ativo Total (R$),Passivo Exigível (R$),Patrimônio Líquido (R$),Captações (R$),Carteira de Crédito (R$),TVM (R$),Maior escala (R$),Lucro Líquido (R$),Início atividade,Gestor CVM?,Nº fundos que gere,Adm.fiduciário?,Custodiante?,Nº classes que custodia,PL custodiado (R$),Telefone,E-mail,Site
CONFIDENCE SOCIEDADE CORRETORA DE CAMBIO S.A.,Sociedade Corretora de Câmbio,Câmbio,Só via DTVM nova (objeto restrito),,04.913.129/0001-41,SP,São Paulo,,,,,,,,,,,,,,,,11 37288444,OUVIDORIA@CONFIDENCECAMBIO.COM.BR,WWW.CONFIDENCECAMBIO.COM.BR
3X INSTITUIÇÃO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,36.010.822/0001-09,MG,Belo Horizonte,,,,,,,,,2024,,,,,,,31 995604461,EDUARDO@3XBANK.CO,3XPAY.CO
MAX INSTITUIÇÃO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,54.024.532/0001-98,RS,Porto Alegre,,,,,,,,,,,,,,,,800 8108771,JURIDICO@APPMAX.COM.BR,
ÓTIMO SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,34.335.592/0001-14,SP,Barueri,,,,,,,,,,,,,,,,11 26080999,FERNANDO@OTIMOSCD.COM.BR,WWW.OTIMOSCD.COM.BR
VUE INSTITUIÇÃO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,56.106.523/0001-71,MG,Belo Horizonte,,,,,,,,,,,,,,,,81 997741183,EDUARDO.QUEIROZ@VUEPAY.COM.BR,
MT INSTITUICAO DE PAGAMENTO SA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,50.871.921/0001-06,SP,Barueri,,,,,,,,,,,,,,,,,ROBERTO.MASOTTI@MTBANK.COM.BR,
PAY INSTITUICAO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,36.690.516/0001-52,RS,Porto Alegre,,,,,,,,,,,,,,,,51 30763460,JEISON.MARQUES@PAY.COM.BR,WWW.PAY.COM.BR
BM4 SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,60.236.532/0001-54,RJ,Rio De Janeiro,,,,,,,,,,,,,,,,800 210041,ADRIANO@EUROAMERICAS.COM.BR,WWW.BM4CRED.COM.BR
NAIP INSTITUIÇÃO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,09.092.759/0001-16,SP,Barueri,,,,,,,,,,,,,,,,,REGULATORIO@NAIPIP.COM.BR,
INSTITUIÇÃO DE PAGAMENTOS MAPS LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,45.548.763/0001-00,SP,São Paulo,,,,,,,,,2024,,,,,,,11 50857000,OPERACIONAL@MAPSIP.COM.BR,WWW.MAPSIP.COM.BR
NSTECH IP INSTITUICAO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,01.648.418/0001-72,SP,Barueri,,,,,,,,,,,,,,,,47 35143800,COMPLIANCE@NSTECHFIN.COM.BR,WWW.EFRETE.COM.BR
FIRST SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,62.198.637/0001-91,RJ,Rio De Janeiro,,,,,,,,,,,,,,,,21 964508240,TAILONRIBEIRO@LIONSSEMINOVOS.COM.BR,
MUEVY INSTITUICAO DE PAGAMENTO SA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,46.297.307/0001-05,SP,Barueri,,,,,,,,,2025,,,,,,,11 995987118,FINANCEIRO@MUEVY.COM,HTTPS://WWW.MUEVY.COM/
321 SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,54.647.259/0001-58,RS,Porto Alegre,,,,,,,,,,,,,,,,800 3210321,CONTATO@321SCD.COM.BR,
NUMBER ONE SOCIEDADE CORRETORA DE CAMBIO LTDA.,Sociedade Corretora de Câmbio,Câmbio,Só via DTVM nova (objeto restrito),,68.742.204/0001-31,RJ,Rio De Janeiro,,,,,,,,,,,,,,,,21 39831000,NUMBERONE@NUMBER.COM.BR,WWW.NUMBER.COM.BR
PAGBRASIL TECNOLOGIA INSTITUIÇÃO DE PAGAMENTO LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,55.251.092/0001-74,RS,Porto Alegre,,,,,,,,,,,,,,,,51 35000718,JULIA.FICHTNER@PAGBRASIL.COM,
TORRA SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,60.717.928/0001-13,SP,São Paulo,,,,,,,,,,,,,,,,11 992654560,LUISA.VICCHIETTI@LOJASTORRA.COM.BR,
WOH INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,38.253.318/0001-57,RJ,Rio De Janeiro,,,,,,,,,,,,,,,,21 31952848,COMPLIANCE@WOHPAG.COM.BR,
SWILE INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,37.374.538/0001-76,SP,São Paulo,,,,,,,,,,,,,,,,11 45607749,COMPLIANCE@SWILE.COM.BR,HTTPS://WWW.SWILE.CO/PT-BR
PROTOTYPE INSTITUICAO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,35.713.491/0001-00,SP,São Paulo,,,,,,,,,,,,,,,,11 966884444,FINANCEIRO@TREEAL.COM,WWW.TREEAL.COM
APUSDIGITAL INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,57.654.096/0001-29,SP,São Paulo,,,,,,,,,,,,,,,,11 995447862,DIRETORIA@APUSDIGITAL.COM.BR,
CACTVS INSTITUICAO DE PAGAMENTO S.A,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,39.696.395/0001-44,SP,São Paulo,,,,,,,,,,,,,,,,11 954515684,KELVIA.CARNEIRO@CACTVS.COM.BR,HTTPS://WWW.CACTVS.COM.BR/
TINO SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,62.469.998/0001-25,SP,São Paulo,,,,,,,,,,,,,,,,11 944548381,LEGAL@TINO.COM.BR,HTTPS://WWW.TINO.COM.BR/
NG CASH INSTITUIÇÃO DE PAGAMENTO LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,40.710.595/0001-93,SP,São Paulo,,,,,,,,,,,,,,,,21 20429975,JURIDICO@NG.CASH,HTTPS://WWW.NG.CASH/
KINEL FOREIGN EXCHANGE CORRETORA DE CÂMBIO LTDA.,Sociedade Corretora de Câmbio,Câmbio,Só via DTVM nova (objeto restrito),,63.436.443/0001-40,SP,São Paulo,,,,,,,,,,,,,,,,11 379940240,DORI_LOURENCO@HOTMAIL.COM,
UNLIMIT BRASIL INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,35.542.555/0001-40,SP,São Paulo,,,,,,,,,,,,,,,,11 985862083,LEGALBR@UNLIMIT.COM,
LB PAY INSTITUIÇÃO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,52.833.288/0001-89,SP,São Paulo,,,,,,,,,,,,,,,,62 992521600,JOSE.SILVA@LONDONBRIDGE.COM.BR,
WOOVI INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,54.811.417/0001-63,SP,São Paulo,,,,,,,,,,,,,,,,11 976724434,RAFAEL@WOOVI.COM,HTTPS://WOOVI.COM
LINA INSTITUICAO DE PAGAMENTO S.A,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,37.663.090/0001-00,SP,São Paulo,,,,,,,,,2024,,,,,,,,MURILO.RABUSKY@LINAINFRATECH.COM.BR,HTTPS://LINAOPENX.COM.BR/
AWX BRASIL  INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,52.076.716/0001-76,SP,São Paulo,,,,,,,,,,,,,,,,31 984571814,FERNANDO.TORRES@AIRWALLEX.COM,
99PAY SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,59.379.565/0001-74,SP,São Paulo,,,,,,,,,,,,,,,,,LEGALPAYMENTS@99APP.COM,
PALMA SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,49.889.190/0001-39,SP,São Paulo,,,,,,,,,2024,,,,,,,11 37382000,ALDEMIR.LIMA@CAEDU.COM.BR,
DIVI SOCIEDADE DE CREDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,58.526.733/0001-44,SP,São Paulo,,,,,,,,,,,,,,,,,ERIC.PRANDO@DIVIBANK.CO,
QI SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,32.402.502/0001-35,SP,São Paulo,,,,,,,,,2019,,,,,,,800 244346,COMPLIANCE@QITECH.COM.BR,HTTPS://QITECH.COM.BR/
MR S.A INSTITUICAO DE PAGAMENTO,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,33.444.505/0001-02,SP,São Paulo,,,,,,,,,,,,,,,,,CLAUDIO.LACERDA@MRPAY.COM.BR,HTTPS://WWW.MRPAY.COM.BR/
LA FINTECA INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,53.058.329/0001-70,SP,São Paulo,,,,,,,,,,,,,,,,11 38494160,LUCIO.VARGAS@LA-FINTECA.COM,HTTPS://WWW.LA-FINTECA.COM/PT/
FESTOR INSTITUIÇÃO DE PAGAMENTO LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,44.663.846/0001-87,SP,São Paulo,,,,,,,,,,,,,,,,11 951273940,INSTITUCIONAL@GRUPOFESTOR.COM.BR,HTTPS://FEATBANK.COM.BR/
GUARDIAN SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,63.822.040/0001-39,SP,São Paulo,,,,,,,,,,,,,,,,,GSA@GUARDIAN-GESTORA.COM,
EURO17 SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,59.855.096/0001-12,SP,São Paulo,,,,,,,,,2026,,,,,,,11 37773571,HOMERO.PATRIA@GRUPOEURO17.COM.BR,HTTPS://GRUPOEURO17.COM.BR/
INFINIA BRASIL INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,51.982.465/0001-26,SP,São Paulo,,,,,,,,,,,,,,,,11 986364333,CUSTOMER.SERVICE@INFINIAWEB.COM,INFINIAWEB.COM
TBANKS INSTITUICAO DE PAGAMENTO SA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,46.004.634/0001-13,SP,São Paulo,,,,,,,,,,,,,,,,83 993986835,CAROLINE.DELFIM@TIVIT.COM,
GETNET SOCIEDADE DE CREDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,42.054.886/0001-04,SP,São Paulo,,,,,,,,,,,,,,,,51 34559500,FISCAL@GETNET.COM.BR,
VILLELA INSTITUICAO DE PAGAMENTO S/A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,33.423.888/0001-24,SP,São Paulo,,,,,,,,,,,,,,,,800 1044666,COMPLIANCE@VILLELABRASIL.COM.BR,
BULLLA SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,58.513.168/0001-80,SP,São Paulo,,,,,,,,,,,,,,,,800 7032273,JURIDICO@BULLLA.COM.BR,HTTPS://WWW.BULLLA.COM.BR
FINNET S/A - TECNOLOGIA E INSTITUICAO DE PAGAMENTO,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,05.607.266/0001-10,SP,São Paulo,,,,,,,,,2024,,,,,,,11 388292000,CONTRATOS@FINNET.COM.BR,WWW.FINNET.COM.BR
SEDONA SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,57.173.208/0001-20,SP,São Paulo,,,,,,,,,,,,,,,,11 38976200,JURIDICO.SOCIETARIO@ADOBENET.COM.BR,HTTPS://WWW.SEDONACREDITO.COM.BR/
DELEND INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,51.982.600/0001-33,SP,São Paulo,,,,,,,,,,,,,,,,11 988989985,JURIDICO@DELEND.COM.BR,WWW.DELEND.COM.BR
BMP SOCIEDADE DE CRÉDITO DIRETO S.A,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,34.337.707/0001-00,SP,São Paulo,,,,,,,,,,,,,,,,11 38109333,CB@MONEYP.COM.BR,
EASYCREDITO SOCIEDADE DE CREDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,60.057.265/0001-58,SP,São Paulo,,,,,,,,,,,,,,,,,TULIO.COHN@FITBANK.COM.BR,
EFEX INSTITUIÇÃO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,32.820.711/0001-07,SP,São Paulo,,,,,,,,,2024,,,,,,,11 991372249,MARCELO@EFEX.FINANCE,HTTPS://EFEX.FINANCE/
BOKU NETWORK BRASIL INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,07.115.294/0001-46,SP,São Paulo,,,,,,,,,,,,,,,,11 28882509,PIX.BR@BOKU.COM,WWW.BOKU.COM
ZIMPLER BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,44.704.839/0001-86,SP,São Paulo,,,,,,,,,,,,,,,,11 978960708,SABRINA.ARAUJO@ZIMPLER.COM,HTTPS://ZIMPLER.COM/BR/
BARI COMPANHIA HIPOTECÁRIA,Companhia Hipotecária,Hipotecária,Só via DTVM nova (objeto restrito),,14.511.781/0001-93,PR,Curitiba,,,,,,,,,,,,,,,,41 40072628,COMPLIANCE@BANCOBARI.COM.BR,
